#Data tag : 24v2 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/fb),recorded(/fb)
305045:6297,10/13/17 23:11:07,873,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.211531418,0.202352038
305046:6297,10/14/17 04:51:45,683,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.111406156,0.108548626
305059:6298,10/14/17 11:45:00,510,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.172743358,0.157786386
305062:6298,10/14/17 15:13:17,5,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.001683915,0.001305638
305063:6298,10/14/17 15:18:15,35,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.011546876,0.009565485
305064:6298,10/14/17 15:34:27,2045,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.391763826,0.380018945
305081:6300,10/15/17 09:05:35,1056,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.333987552,0.315140453
305112:6303,10/15/17 23:07:00,1455,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.419299792,0.400956804
305113:6303,10/16/17 08:40:46,59,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.011402734,0.010930752
305114:6303,10/16/17 09:05:22,526,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.087283980,0.085167818
305178:6304,10/16/17 17:19:50,53,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.018466100,0.017181663
305179:6304,10/16/17 17:41:42,17,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.005923715,0.003856497
305180:6304,10/16/17 17:50:42,5,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.001728826,0.000554954
305181:6304,10/16/17 17:55:03,7,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.002465674,0.000585574
305182:6304,10/16/17 18:00:34,5,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.001738958,0.000951367
305183:6304,10/16/17 18:04:56,232,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.080660377,0.077319804
305184:6304,10/16/17 19:50:14,8,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.002747195,0.000103732
305186:6304,10/16/17 19:58:49,415,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.127495967,0.122050118
305188:6304,10/16/17 23:07:05,1002,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.204476365,0.198329647
305202:6305,10/17/17 08:18:29,648,HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v4,0.220347980,0.207759559
