path,act. lumi (fb-1),eff. lumi (fb-1),first run,last run,menu version,dataset
HLT_AK8PFJet330_PFAK8BTagCSV_p17_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_AK8PFJet330_PFAK8BTagCSV_p1_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_DoublePFJets100MaxDeta1p6_DoubleCaloBTagCSV_p33_v,36.75,36.34,299368,306460,v2.0,BTagCSV
HLT_DoublePFJets100_CaloBTagCSV_p33_v,36.75,0.26,299368,306460,v2.0,BTagCSV
HLT_DoublePFJets116MaxDeta1p6_DoubleCaloBTagCSV_p33_v,36.75,36.34,299368,306460,v2.0,BTagCSV
HLT_DoublePFJets128MaxDeta1p6_DoubleCaloBTagCSV_p33_v,36.75,36.34,299368,306460,v2.0,BTagCSV
HLT_DoublePFJets200_CaloBTagCSV_p33_v,36.75,3.44,299368,306460,v2.0,BTagCSV
HLT_DoublePFJets350_CaloBTagCSV_p33_v,36.75,19.82,299368,306460,v2.0,BTagCSV
HLT_DoublePFJets40_CaloBTagCSV_p33_v,36.75,0.0791,299368,306460,v2.0,BTagCSV
HLT_HT300PT30_QuadJet_75_60_45_40_TripeCSV_p07_v,4.79,4.79,297050,299329,v1.1,BTagCSV
HLT_HT300PT30_QuadJet_75_60_45_40_v,4.79,0.024,297050,299329,v1.1,BTagCSV
HLT_Mu12_DoublePFJets100_CaloBTagCSV_p33_v,36.75,1.54,299368,306460,v2.0,BTagCSV
HLT_Mu12_DoublePFJets200_CaloBTagCSV_p33_v,36.75,25.52,299368,306460,v2.0,BTagCSV
HLT_Mu12_DoublePFJets350_CaloBTagCSV_p33_v,36.75,36.75,299368,306460,v2.0,BTagCSV
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoubleCaloBTagCSV_p33_v,36.75,36.75,299368,306460,v2.0,BTagCSV
HLT_Mu12_DoublePFJets40_CaloBTagCSV_p33_v,36.75,0.09,299368,306460,v2.0,BTagCSV
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoubleCaloBTagCSV_p33_v,36.75,36.75,299368,306460,v2.0,BTagCSV
HLT_Mu12_DoublePFJets62MaxDeta1p6_DoubleCaloBTagCSV_p33_v,36.75,36.75,299368,306460,v2.0,BTagCSV
HLT_PFHT300PT30_QuadPFJet_75_60_45_40_TriplePFBTagCSV_3p0_v,36.75,36.75,299368,306460,v2.0,BTagCSV
HLT_PFHT300PT30_QuadPFJet_75_60_45_40_v,36.75,0.29,299368,306460,v2.0,BTagCSV
HLT_QuadPFJet103_88_75_15_BTagCSV_p013_VBF2_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet103_88_75_15_DoubleBTagCSV_p013_p08_VBF1_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet105_88_76_15_BTagCSV_p013_VBF2_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet105_90_76_15_DoubleBTagCSV_p013_p08_VBF1_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet111_90_80_15_BTagCSV_p013_VBF2_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet111_90_80_15_DoubleBTagCSV_p013_p08_VBF1_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet98_83_71_15_BTagCSV_p013_VBF2_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_QuadPFJet98_83_71_15_DoubleBTagCSV_p013_p08_VBF1_v,7.73,7.73,305405,306460,v4.0,BTagCSV
HLT_SingleJet30_Mu12_SinglePFJet40_v,36.75,0.0241,299368,306460,v2.0,BTagCSV
HLT_BTagMu_AK4DiJet110_Mu5_v,40.71,1.92,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK4DiJet170_Mu5_v,40.71,20.93,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK4DiJet20_Mu5_v,40.71,0.0341,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK4DiJet40_Mu5_v,40.71,0.0992,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK4DiJet70_Mu5_v,40.71,0.9,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK4Jet300_Mu5_v,40.71,38.73,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK8DiJet170_Mu5_v,40.71,14.8,297100,306460,v1.1,BTagMu
HLT_BTagMu_AK8Jet300_Mu5_v,40.71,37.68,297100,306460,v1.1,BTagMu
HLT_Dimuon0_Jpsi3p5_Muon2_v,36.75,36.75,299368,306460,v2.0,Charmonium
HLT_Dimuon0_Jpsi_L1_4R_0er1p5R_v,36.75,0.21,299368,306460,v2.0,Charmonium
HLT_Dimuon0_Jpsi_L1_NoOS_v,36.75,0.0398,299368,306460,v2.0,Charmonium
HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R_v,36.75,0.19,299368,306460,v2.0,Charmonium
HLT_Dimuon0_Jpsi_NoVertexing_NoOS_v,36.75,0.0269,299368,306460,v2.0,Charmonium
HLT_Dimuon0_Jpsi_NoVertexing_v,36.75,0.0078,299368,306460,v2.0,Charmonium
HLT_Dimuon0_Jpsi_v,36.75,0.0207,299368,306460,v2.0,Charmonium
HLT_Dimuon0_LowMass_L1_0er1p5R_v,41.54,0.32,297050,306460,v1.1,Charmonium
HLT_Dimuon0_LowMass_L1_0er1p5_v,36.75,0.23,299368,306460,v2.0,Charmonium
HLT_Dimuon0_LowMass_L1_4R_v,41.54,0.19,297050,306460,v1.1,Charmonium
HLT_Dimuon0_LowMass_L1_4_v,36.75,0.16,299368,306460,v2.0,Charmonium
HLT_Dimuon0_LowMass_v,36.75,0.0039,299368,306460,v2.0,Charmonium
HLT_Dimuon10_PsiPrime_Barrel_Seagulls_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_Dimuon18_PsiPrime_noCorrL1_v,27.13,27.13,302026,306460,v3.0,Charmonium
HLT_Dimuon18_PsiPrime_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_Dimuon20_Jpsi_Barrel_Seagulls_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_Dimuon25_Jpsi_noCorrL1_v,27.13,27.13,302026,306460,v3.0,Charmonium
HLT_Dimuon25_Jpsi_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_DoubleMu2_Jpsi_DoubleTkMu0_Phi_v,7.73,7.73,305405,306460,v4.0,Charmonium
HLT_DoubleMu2_Jpsi_DoubleTrk1_Phi_v,7.73,4.04,305405,306460,v4.0,Charmonium
HLT_DoubleMu4_3_Bs_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_DoubleMu4_3_Jpsi_Displaced_v,41.54,14.01,297050,306460,v1.1,Charmonium
HLT_DoubleMu4_JpsiTrkTrk_Displaced_v,36.75,36.75,299368,306460,v2.0,Charmonium
HLT_DoubleMu4_JpsiTrk_Displaced_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_DoubleMu4_Jpsi_Displaced_v,41.54,1.38,297050,306460,v1.1,Charmonium
HLT_DoubleMu4_Jpsi_NoVertexing_v,41.54,0.46,297050,306460,v1.1,Charmonium
HLT_DoubleMu4_PsiPrimeTrk_Displaced_v,41.54,41.54,297050,306460,v1.1,Charmonium
HLT_Mu7p5_L2Mu2_Jpsi_v,36.75,0.15,299368,306460,v2.0,Charmonium
HLT_Mu7p5_Track2_Jpsi_v,41.54,0.14,297050,306460,v1.1,Charmonium
HLT_Mu7p5_Track3p5_Jpsi_v,41.54,0.15,297050,306460,v1.1,Charmonium
HLT_Mu7p5_Track7_Jpsi_v,41.54,0.15,297050,306460,v1.1,Charmonium
HLT_IsoTrackHB_v,36.75,0.075,299368,306460,v2.0,Commissioning
HLT_IsoTrackHE_v,36.75,0.075,299368,306460,v2.0,Commissioning
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,30.55,4.02,301046,306460,v2.2,Commissioning
HLT_HT400_DisplacedDijet40_DisplacedTrack_v,36.75,13.12,299368,306460,v2.0,DisplacedJet
HLT_HT425_v,36.75,0.1,299368,306460,v2.0,DisplacedJet
HLT_HT430_DisplacedDijet40_DisplacedTrack_v,36.75,36.75,299368,306460,v2.0,DisplacedJet
HLT_HT430_DisplacedDijet60_DisplacedTrack_v,36.75,36.75,299368,306460,v2.0,DisplacedJet
HLT_HT430_DisplacedDijet80_DisplacedTrack_v,36.75,36.75,299368,306460,v2.0,DisplacedJet
HLT_HT550_DisplacedDijet60_Inclusive_v,36.75,2.6,299368,306460,v2.0,DisplacedJet
HLT_HT550_DisplacedDijet80_Inclusive_v,36.75,3.46,299368,306460,v2.0,DisplacedJet
HLT_HT650_DisplacedDijet60_Inclusive_v,36.75,36.75,299368,306460,v2.0,DisplacedJet
HLT_HT650_DisplacedDijet80_Inclusive_v,36.75,36.75,299368,306460,v2.0,DisplacedJet
HLT_HT750_DisplacedDijet80_Inclusive_v,36.75,36.75,299368,306460,v2.0,DisplacedJet
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v,36.75,36.75,299368,306460,v2.0,DoubleEG
HLT_DiSC30_18_EIso_AND_HE_Mass70_v,41.54,1.44,297050,306460,v1.1,DoubleEG
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,41.54,0.91,297050,306460,v1.1,DoubleEG
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,41.54,1.17,297050,306460,v1.1,DoubleEG
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,41.54,2.3,297050,306460,v1.1,DoubleEG
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_Diphoton30_18_PVrealAND_R9Id_AND_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,7.73,7.73,305405,306460,v4.0,DoubleEG
HLT_Diphoton30_18_PVrealAND_R9Id_AND_IsoCaloId_AND_HE_R9Id_PixelVeto_Mass55_v,7.73,7.73,305405,306460,v4.0,DoubleEG
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_DoubleEle25_CaloIdL_MW_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_DoubleEle27_CaloIdL_MW_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_DoubleEle33_CaloIdL_MW_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,36.75,36.75,299368,306460,v2.0,DoubleEG
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,36.75,36.75,299368,306460,v2.0,DoubleEG
HLT_DoublePhoton33_CaloIdL_v,41.52,5.1,297050,306460,v1.1,DoubleEG
HLT_DoublePhoton70_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_DoublePhoton85_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_ECALHT800_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v,41.54,36.01,297050,306460,v1.1,DoubleEG
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v,41.54,41.54,297050,306460,v1.1,DoubleEG
HLT_Ele27_Ele37_CaloIdL_MW_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_Ele28_HighEta_SC20_Mass55_v,36.75,36.75,299368,306460,v2.0,DoubleEG
HLT_TriplePhoton_20_20_20_CaloIdLV2_R9IdVL_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_TriplePhoton_20_20_20_CaloIdLV2_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_TriplePhoton_30_30_10_CaloIdLV2_R9IdVL_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_TriplePhoton_30_30_10_CaloIdLV2_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_TriplePhoton_35_35_5_CaloIdLV2_R9IdVL_v,27.13,27.13,302026,306460,v3.0,DoubleEG
HLT_DoubleL2Mu50_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu20_7_Mass0to30_Photon23_v,41.54,41.54,297050,306460,v1.1,DoubleMuon
HLT_DoubleMu3_DCA_PFMET50_PFMHT60_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu3_DZ_PFMET90_PFMHT90_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu43NoFiltersNoVtx_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu48NoFiltersNoVtx_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu4_Mass8_DZ_PFHT350_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_DoubleMu8_Mass8_PFHT350_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8_v,41.54,41.54,297050,306460,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_v,41.54,7.44,297050,306460,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v,41.54,6.49,297050,306460,v1.1,DoubleMuon
HLT_Mu17_TrkIsoVVL_v,41.54,0.0658,297050,306460,v1.1,DoubleMuon
HLT_Mu17_v,41.54,0.0699,297050,306460,v1.1,DoubleMuon
HLT_Mu18_Mu9_DZ_v,7.73,0.23,305405,306460,v4.0,DoubleMuon
HLT_Mu18_Mu9_SameSign_DZ_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_Mu18_Mu9_SameSign_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_Mu18_Mu9_v,7.73,0.24,305405,306460,v4.0,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass3p8_v,27.13,27.13,302026,306460,v3.0,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass8_v,27.13,27.13,302026,306460,v3.0,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_v,27.13,2.61,302026,306460,v3.0,DoubleMuon
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_v,27.13,2.42,302026,306460,v3.0,DoubleMuon
HLT_Mu19_TrkIsoVVL_v,27.13,0.0461,302026,306460,v3.0,DoubleMuon
HLT_Mu19_v,27.13,0.0461,302026,306460,v3.0,DoubleMuon
HLT_Mu20_Mu10_DZ_v,7.73,0.3,305405,306460,v4.0,DoubleMuon
HLT_Mu20_Mu10_SameSign_DZ_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_Mu20_Mu10_SameSign_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_Mu20_Mu10_v,7.73,0.32,305405,306460,v4.0,DoubleMuon
HLT_Mu23_Mu12_DZ_v,7.73,0.48,305405,306460,v4.0,DoubleMuon
HLT_Mu23_Mu12_SameSign_DZ_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_Mu23_Mu12_SameSign_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_Mu23_Mu12_v,7.73,0.39,305405,306460,v4.0,DoubleMuon
HLT_Mu37_TkMu27_v,27.13,27.13,302026,306460,v3.0,DoubleMuon
HLT_Mu8_TrkIsoVVL_v,41.54,0.0027,297050,306460,v1.1,DoubleMuon
HLT_Mu8_v,41.54,0.0024,297050,306460,v1.1,DoubleMuon
HLT_TripleMu_10_5_5_DZ_v,41.54,41.54,297050,306460,v1.1,DoubleMuon
HLT_TripleMu_12_10_5_v,41.54,41.54,297050,306460,v1.1,DoubleMuon
HLT_TripleMu_5_3_3_Mass3p8to60_DCA_v,7.73,7.73,305405,306460,v4.0,DoubleMuon
HLT_TripleMu_5_3_3_Mass3p8to60_DZ_v,24.27,24.27,302509,306460,v3.1,DoubleMuon
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx_v,36.75,36.75,299368,306460,v2.0,DoubleMuon
HLT_Dimuon0_LowMass_L1_TM530_v,36.75,1.88,299368,306460,v2.0,DoubleMuonLowMass
HLT_DoubleMu3_TkMu_DsTau3Mu_v,3.67,3.67,306029,306460,v4.1,DoubleMuonLowMass
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v,36.75,7.27,299368,306460,v2.0,DoubleMuonLowMass
HLT_DoubleMu3_Trk_Tau3mu_v,41.54,38.05,297050,306460,v1.1,DoubleMuonLowMass
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v,41.54,41.54,297050,306460,v1.1,DoubleMuonLowMass
HLT_Tau3Mu_Mu5_Mu1_TkMu1_IsoTau10_Charge1_v,3.42,3.42,301046,302019,v2.2,DoubleMuonLowMass
HLT_Tau3Mu_Mu5_Mu1_TkMu1_IsoTau10_v,3.42,3.42,301046,302019,v2.2,DoubleMuonLowMass
HLT_Tau3Mu_Mu5_Mu1_TkMu1_Tau10_Charge1_v,3.42,0.0342,301046,302019,v2.2,DoubleMuonLowMass
HLT_Tau3Mu_Mu5_Mu1_TkMu1_Tau10_v,3.42,0.0342,301046,302019,v2.2,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1_v,27.13,27.13,302026,306460,v3.0,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_v,27.13,27.13,302026,306460,v3.0,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1_v,27.13,1.77,302026,306460,v3.0,DoubleMuonLowMass
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_v,27.13,1.81,302026,306460,v3.0,DoubleMuonLowMass
HLT_Physics_v,41.54,0.65,297050,306460,v1.1,HLTPhysics
HLT_Physics_part0_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics1
HLT_Physics_part1_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics2
HLT_Physics_part2_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics3
HLT_Physics_part3_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics4
HLT_Physics_part4_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics5
HLT_Physics_part5_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics6
HLT_Physics_part6_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics7
HLT_Physics_part7_v,2.39,0.0044,299420,306459,v2.0,HLTPhysics8
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v,41.54,41.54,297050,306460,v1.1,HTMHT
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v,41.54,41.54,297050,306460,v1.1,HTMHT
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v,41.54,41.54,297050,306460,v1.1,HTMHT
HLT_PFHT700_PFMET95_PFMHT95_IDTight_v,41.54,41.54,297050,306460,v1.1,HTMHT
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v,41.54,41.54,297050,306460,v1.1,HTMHT
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v,41.54,41.54,297050,306460,v1.1,HTMHT
HLT_Rsq0p35_v,36.75,36.75,299368,306460,v2.0,HTMHT
HLT_Rsq0p40_v,36.75,36.75,299368,306460,v2.0,HTMHT
HLT_RsqMR300_Rsq0p09_MR200_4jet_v,36.75,36.75,299368,306460,v2.0,HTMHT
HLT_RsqMR300_Rsq0p09_MR200_v,36.75,36.75,299368,306460,v2.0,HTMHT
HLT_RsqMR320_Rsq0p09_MR200_4jet_v,36.75,36.75,299368,306460,v2.0,HTMHT
HLT_RsqMR320_Rsq0p09_MR200_v,36.75,36.75,299368,306460,v2.0,HTMHT
HLT_HcalNZS_v,41.54,36.85,297050,306460,v1.1,HcalNZS
HLT_HcalPhiSym_v,41.54,41.54,297050,306460,v1.1,HcalNZS
HLT_HcalIsolatedbunch_v,37.41,35.87,298996,306460,v1.2,IsolatedBunch
HLT_AK8PFHT750_TrimMass50_v,31.22,30.96,299368,306460,v2.0,JetHT
HLT_AK8PFHT800_TrimMass50_v,36.75,36.49,299368,306460,v2.0,JetHT
HLT_AK8PFHT850_TrimMass50_v,36.75,36.49,299368,306460,v2.0,JetHT
HLT_AK8PFHT900_TrimMass50_v,36.75,36.49,299368,306460,v2.0,JetHT
HLT_AK8PFJet140_v,41.54,0.0264,297050,306460,v1.1,JetHT
HLT_AK8PFJet200_v,41.54,0.19,297050,306460,v1.1,JetHT
HLT_AK8PFJet260_v,41.54,0.46,297050,306460,v1.1,JetHT
HLT_AK8PFJet320_v,41.54,1.22,297050,306460,v1.1,JetHT
HLT_AK8PFJet360_TrimMass30_v,28.3,28.3,299368,306460,v2.0,JetHT
HLT_AK8PFJet380_TrimMass30_v,31.22,31.22,299368,306460,v2.0,JetHT
HLT_AK8PFJet400_TrimMass30_v,36.75,36.75,299368,306460,v2.0,JetHT
HLT_AK8PFJet400_v,41.54,7.68,297050,306460,v1.1,JetHT
HLT_AK8PFJet40_v,41.54,0,297050,306460,v1.1,JetHT
HLT_AK8PFJet420_TrimMass30_v,36.75,36.75,299368,306460,v2.0,JetHT
HLT_AK8PFJet450_v,41.54,9.66,297050,306460,v1.1,JetHT
HLT_AK8PFJet500_v,41.54,41.54,297050,306460,v1.1,JetHT
HLT_AK8PFJet550_v,41.54,41.54,297050,306460,v1.1,JetHT
HLT_AK8PFJet60_v,41.54,0.0004,297050,306460,v1.1,JetHT
HLT_AK8PFJet80_v,41.54,0.0024,297050,306460,v1.1,JetHT
HLT_AK8PFJetFwd140_v,36.75,0.0504,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd200_v,36.75,0.55,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd260_v,36.75,3.83,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd320_v,36.75,18.51,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd400_v,36.75,36.75,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd40_v,36.75,0,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd450_v,36.75,27.14,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd500_v,17.35,7.74,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd60_v,36.75,0.0003,299368,306460,v2.0,JetHT
HLT_AK8PFJetFwd80_v,36.75,0.0023,299368,306460,v2.0,JetHT
HLT_CaloJet500_NoJetID_v,41.54,41.54,297050,306460,v1.1,JetHT
HLT_CaloJet550_NoJetID_v,41.54,41.54,297050,306460,v1.1,JetHT
HLT_DiPFJetAve100_HFJEC_v,27.13,0.0357,302026,306460,v3.0,JetHT
HLT_DiPFJetAve140_v,27.13,0.0198,302026,306460,v3.0,JetHT
HLT_DiPFJetAve160_HFJEC_v,27.13,0.2,302026,306460,v3.0,JetHT
HLT_DiPFJetAve200_v,27.13,0.0877,302026,306460,v3.0,JetHT
HLT_DiPFJetAve220_HFJEC_v,27.13,4.32,302026,306460,v3.0,JetHT
HLT_DiPFJetAve260_v,27.13,0.29,302026,306460,v3.0,JetHT
HLT_DiPFJetAve300_HFJEC_v,27.13,27.13,302026,306460,v3.0,JetHT
HLT_DiPFJetAve320_v,27.13,0.77,302026,306460,v3.0,JetHT
HLT_DiPFJetAve400_v,27.13,2.16,302026,306460,v3.0,JetHT
